IPN,name,description,category,keywords,units,purchase_price
MEF00190,"2-spool dir valve, less hdl","2-spool dir valve, less hdl",Hydraulic,shared,ea,815.00
MEF00189,"2-spool dir valve, less hdl","2-spool dir valve, less hdl",Hydraulic,shared,ea,1188.00
MEF00164,"2-spool dir valve, less hdl","2-spool dir valve, less hdl",Hydraulic,shared,ea,891.00
MEF00145,"2-SPOOL DIR VALVE, LESS HDL","2-SPOOL DIR VALVE, LESS HDL",Hydraulic,shared,ea,489.00
MEF00140,"2-spool dir valve, less hdl","2-spool dir valve, less hdl",Hydraulic,shared,ea,594.00
MEF00139,"2-spool dir valve, less hdl","2-spool dir valve, less hdl",Hydraulic,shared,ea,552.00
MEF00126,"2-spool dir valve, less hdl","2-spool dir valve, less hdl",Hydraulic,shared,ea,597.00
MEF00095,"2-spool dir valve, less hdl","2-spool dir valve, less hdl",Hydraulic,shared,ea,868.00
MEF00089,"2-SPOOL DIR VALVE, LESS HDL","2-SPOOL DIR VALVE, LESS HDL",Hydraulic,shared,ea,1106.00
MEF00075,"2-spool dir valve, less hdl","2-spool dir valve, less hdl",Hydraulic,shared,ea,1579.00
MFL00038,2.38 ID HOSE SLEEVE,2.38 ID HOSE SLEEVE,Hydraulic,shared,ea,9.13
MFL00054,"2.75""id velcro hose sleeve","2.75""id velcro hose sleeve",Hydraulic,shared,ea,23.71
MQF00277,20-24 fuel pump terminal,20-24 fuel pump terminal,Hydraulic,shared,ea,1.01
A2400802,24 fitting kit,24 fitting kit,Hydraulic,shared,ea,2339.00
ADL6606,24 HOSE DATLOG RETROFIT KIT,24 HOSE DATLOG RETROFIT KIT,Hydraulic,shared,ea,142.00
A2400801,24 hose kit,24 hose kit,Hydraulic,shared,ea,3811.00
ADL212,24 HOSE RETROFIT KIT,24 HOSE RETROFIT KIT,Hydraulic,shared,ea,71.65
2400801,24 HYDRAULIC SCHEMATIC,24 HYDRAULIC SCHEMATIC,Hydraulic,shared,ea,27236.00
3641701,24/36 motor & pump assy,24/36 motor & pump assy,Hydraulic,shared,ea,11887.00
A2426001,24/36 PUMP RETROFIT KIT,24/36 PUMP RETROFIT KIT,Hydraulic,shared,ea,2482.00
A3641506,24/36 s2 vehicle hose kit,24/36 s2 vehicle hose kit,Hydraulic,shared,ea,947.00
A3641501,24/36 vehicle fitting kit,24/36 vehicle fitting kit,Hydraulic,shared,ea,1863.00
A3641502,24/36 vehicle hose kit,24/36 vehicle hose kit,Hydraulic,shared,ea,1306.00
1845306,"240,60,3 5HP DUAL PUMP HPU ASY","240,60,3 5HP DUAL PUMP HPU ASY",Hydraulic,shared,ea,12882.00
2432304,24CQ HOSE HANGER END PLATE,24CQ HOSE HANGER END PLATE,Hydraulic,shared,ea,63.97
2461007,24CQ MANIFOLD SUPPORT BRACKET,24CQ MANIFOLD SUPPORT BRACKET,Hydraulic,shared,ea,475.00
2432305,24CQ RESERVOIR MOUNTING BAR,24CQ RESERVOIR MOUNTING BAR,Hydraulic,shared,ea,73.26
1219104,25FT EXTENSION HOSE SET,25FT EXTENSION HOSE SET,Hydraulic,shared,ea,504.00
MEH00020,2750 psi relief valve,2750 psi relief valve,Hydraulic,shared,ea,237.00
465004,28mm-17mm fitting stop,28mm-17mm fitting stop,Hydraulic,shared,ea,74.57
MFA00198,2mpt/3/16 elbow hose barb,2mpt/3/16 elbow hose barb,Hydraulic,shared,ea,8.77
MHC00047,2mptx3/16 hose barb fitting,2mptx3/16 hose barb fitting,Hydraulic,shared,ea,6.89
MEF00206,2way cartridge valve body,2way cartridge valve body,Hydraulic,shared,ea,72.21
MEF00181,2way n.c. sol. valve less coil,2way n.c. sol. valve less coil,Hydraulic,shared,ea,139.00
mef00316,2way n.o. sol valve less coil,2way n.o. sol valve less coil,Hydraulic,shared,ea,264.00
MEF00205,2way n.o. sol valve less coil,2way n.o. sol valve less coil,Hydraulic,shared,ea,189.00
MEF00180,2way n.o. sol. valve less coil,2way n.o. sol. valve less coil,Hydraulic,shared,ea,189.00
MEF00304,2way nc blocking valve,2way nc blocking valve,Hydraulic,shared,ea,319.00
mef00307,2way nc blocking valve,2way nc blocking valve,Hydraulic,shared,ea,373.00
MEF00212,2way nc sol valve cartridge,2way nc sol valve cartridge,Hydraulic,shared,ea,248.00
MEF00179,"2way nc solenoid valve, 12vdc","2way nc solenoid valve, 12vdc",Hydraulic,shared,ea,542.00
MEF00329,2way no poppet valve,2way no poppet valve,Hydraulic,shared,ea,298.00
T9042201,"3"" air intake hose","3"" air intake hose",Hydraulic,shared,ea,75.95
MDA00082,"3"" coolant hose","3"" coolant hose",Hydraulic,shared,ea,139.00
MEL00016,3-position manifold,3-position manifold,Hydraulic,shared,ea,386.00
MEF00170,"3-spool dir valve, less hdl","3-spool dir valve, less hdl",Hydraulic,shared,ea,1341.00
MEF00115,"3-spool dir valve, less hdl","3-spool dir valve, less hdl",Hydraulic,shared,ea,1007.00
MEF00112,"3-spool dir valve, less hdl","3-spool dir valve, less hdl",Hydraulic,shared,ea,1230.00
MEF00102,3-way valve cartridge only,3-way valve cartridge only,Hydraulic,shared,ea,545.00
MEF00096,3-way valve cartridge only,3-way valve cartridge only,Hydraulic,shared,ea,326.00
MEF00152,3-way valve cavity plug,3-way valve cavity plug,Hydraulic,shared,ea,116.00
MEL00014,3-way valve manifold,3-way valve manifold,Hydraulic,shared,ea,129.00
MFE00057,3/16/3/16/3/16 NYL T HOSE BARB,3/16/3/16/3/16 NYL T HOSE BARB,Hydraulic,shared,ea,2.38
MFE00059,3/16x1/4 hose connector,3/16x1/4 hose connector,Hydraulic,shared,ea,2.04
MHA00024,"3/4id,300 psi,blu push on hose","3/4id,300 psi,blu push on hose",Hydraulic,shared,ea,10.51
MFD00047,3/4mpt x 3/4 barb hose end,3/4mpt x 3/4 barb hose end,Hydraulic,shared,ea,10.68
MFF00040,"3/8"" fuel line hose","3/8"" fuel line hose",Hydraulic,shared,ea,5.77
MFF00002,"3/8"" HYD HOSE, 3000PSI","3/8"" HYD HOSE, 3000PSI",Hydraulic,shared,ea,4.55
MEJ00006,"3/8"" nptf valve body","3/8"" nptf valve body",Hydraulic,shared,ea,112.00
MFA00203,3/8mpt / 1/2 hose barb adapter,3/8mpt / 1/2 hose barb adapter,Hydraulic,shared,ea,6.56
MEI00018,3/8npt ball valve,3/8npt ball valve,Hydraulic,shared,ea,45.26
MEI00001,3/8npt ball valve,3/8npt ball valve,Hydraulic,shared,ea,79.66
6501202,30 gal reservoir top cvr only,30 gal reservoir top cvr only,Hydraulic,shared,ea,458.00
MEHP0955018,3000psi pressure relief valve,3000psi pressure relief valve,Hydraulic,shared,ea,185.00
MEG00040,350 psi press reducing valve,350 psi press reducing valve,Hydraulic,shared,ea,379.00
A3643101,36 FCR FLOW CNTRL VALVE KIT,36 FCR FLOW CNTRL VALVE KIT,Hydraulic,shared,ea,709.00
A3600802,36 fitting kit,36 fitting kit,Hydraulic,shared,ea,2053.00
ADL6608,36 HOSE DATALOGGER RETRO KIT,36 HOSE DATALOGGER RETRO KIT,Hydraulic,shared,ea,148.00
A3600801,36 hose kit,36 hose kit,Hydraulic,shared,ea,3746.00
ADL216,36 HOSE RETROFIT KIT,36 HOSE RETROFIT KIT,Hydraulic,shared,ea,130.00
3635701,36 SDWL HOSE RETENTION STRAP,36 SDWL HOSE RETENTION STRAP,Hydraulic,shared,ea,152.00
3633101,36 SDWL IN-DITCH EXT HOSE KIT,36 SDWL IN-DITCH EXT HOSE KIT,Hydraulic,shared,ea,780.00
MEF00195,3pos pilot opr dir cntrl valve,3pos pilot opr dir cntrl valve,Hydraulic,shared,ea,490.00
mef00257,3way n.c. solenoid valve,3way n.c. solenoid valve,Hydraulic,shared,ea,318.00
MEF00191,4 way directional valve,4 way directional valve,Hydraulic,shared,ea,318.00
MHA00079,"4""id hi temp air handling hose","4""id hi temp air handling hose",Hydraulic,shared,ea,65.85
MHA00017,4-5/8 to 5-1/2 hose clamp,4-5/8 to 5-1/2 hose clamp,Hydraulic,shared,ea,7.96
MEF00165,"4-spool dir valve, less hdl","4-spool dir valve, less hdl",Hydraulic,shared,ea,2673.00
MEF00159,"4-SPOOL DIR VALVE, LESS HDL","4-SPOOL DIR VALVE, LESS HDL",Hydraulic,shared,ea,2481.00
MEF00113,"4-spool dir valve, less hdl","4-spool dir valve, less hdl",Hydraulic,shared,ea,1027.00
MEF00173,4-way directional valve,4-way directional valve,Hydraulic,shared,ea,1048.00
3611203,48 crg manifold block w/plugs,48 crg manifold block w/plugs,Hydraulic,shared,ea,3204.00
A4800602,48 fitting kit,48 fitting kit,Hydraulic,shared,ea,3156.00
A4800601,48 hose kit,48 hose kit,Hydraulic,shared,ea,5871.00
3600501,48 hydraulic manifold assy,48 hydraulic manifold assy,Hydraulic,shared,ea,6207.00
4800601,48 HYDRAULIC SCHEMATIC,48 HYDRAULIC SCHEMATIC,Hydraulic,shared,ea,33625.00
MHB00006,4MPT/ 1/4 BARB HOSE END,4MPT/ 1/4 BARB HOSE END,Hydraulic,shared,ea,3.40
MFA00209,4mpt/ 5/16 hose barb elbow,4mpt/ 5/16 hose barb elbow,Hydraulic,shared,ea,27.28
MHC00048,4mptx5/16 hose barb fitting,4mptx5/16 hose barb fitting,Hydraulic,shared,ea,5.71
MEF00182,4way sol. dir. valve less coil,4way sol. dir. valve less coil,Hydraulic,shared,ea,397.00
MHA00032,5/8 hose clamp,5/8 hose clamp,Hydraulic,shared,ea,7.37
MHA00059,"5/8"" id fuel hose","5/8"" id fuel hose",Hydraulic,shared,ea,11.01
465003,50mm-28mm fitting stop,50mm-28mm fitting stop,Hydraulic,shared,ea,76.61
1858602,5HP DUAL PUMP HPU EL BOX STAND,5HP DUAL PUMP HPU EL BOX STAND,Hydraulic,shared,ea,258.00
1858502,5HP DUAL PUMP HPU EL PANEL MOD,5HP DUAL PUMP HPU EL PANEL MOD,Hydraulic,shared,ea,345.00
1858503,5HP DUAL PUMP HPU ELEC BOX MOD,5HP DUAL PUMP HPU ELEC BOX MOD,Hydraulic,shared,ea,694.00
3611205,65 crg manifold block w/plugs,65 crg manifold block w/plugs,Hydraulic,shared,ea,3364.00
A6300302,65 fitting kit,65 fitting kit,Hydraulic,shared,ea,3156.00
A6300301,65 hose kit,65 hose kit,Hydraulic,shared,ea,4073.00
6300401,65 hydraulic manifold assy,65 hydraulic manifold assy,Hydraulic,shared,ea,8040.00
6300301,65 HYDRAULIC SCHEMATIC,65 HYDRAULIC SCHEMATIC,Hydraulic,shared,ea,43715.00
MEH00019,65psi check valve,65psi check valve,Hydraulic,shared,ea,279.00
MEI00037,6sae ball valve,6sae ball valve,Hydraulic,shared,ea,168.00
MEIP0906261,6sae ball valve w/short handle,6sae ball valve w/short handle,Hydraulic,shared,ea,109.00
MHA00049,7/32 to 5/8 hose clamp,7/32 to 5/8 hose clamp,Hydraulic,shared,ea,4.28
1219108,8 25FT EXTENSION HOSE SET,8 25FT EXTENSION HOSE SET,Hydraulic,shared,ea,709.00
A861002,8 fitting kit,8 fitting kit,Hydraulic,shared,ea,580.00
A861001,8 hose kit,8 hose kit,Hydraulic,shared,ea,639.00
860901,8 HYDRAULIC SCHEM,8 HYDRAULIC SCHEM,Hydraulic,shared,ea,2043.00
A819101,8 manifold assy kit,8 manifold assy kit,Hydraulic,shared,ea,3665.00
832201,8AMC HYD MANIFOLD BOX,8AMC HYD MANIFOLD BOX,Hydraulic,shared,ea,262.00
851001,8dips 25ft extension hose set,8dips 25ft extension hose set,Hydraulic,shared,ea,492.00
A856001,8pb dips 2jaw crg hose kit,8pb dips 2jaw crg hose kit,Hydraulic,shared,ea,303.00
A842401,8PB HPU HOSE KIT,8PB HPU HOSE KIT,Hydraulic,shared,ea,933.00
A842404,8pb hpu paraflex hose kit,8pb hpu paraflex hose kit,Hydraulic,shared,ea,1655.00
847201,8pb hyd reservoir weldment,8pb hyd reservoir weldment,Hydraulic,shared,ea,973.00
847901,8PB MANIFOLD MOUNTING BRACKET,8PB MANIFOLD MOUNTING BRACKET,Hydraulic,shared,ea,157.00
847701,8PB MOTOR/RESERVOIR MTG BKT,8PB MOTOR/RESERVOIR MTG BKT,Hydraulic,shared,ea,157.00
MEI00015,8sae ball valve,8sae ball valve,Hydraulic,shared,ea,230.00
MFD00005,90 DEG HOSE END,90 DEG HOSE END,Hydraulic,shared,ea,74.61
465002,95mm-50mm fitting stop,95mm-50mm fitting stop,Hydraulic,shared,ea,75.22
718701,Acrobat hpu hose assy,Acrobat hpu hose assy,Hydraulic,shared,ea,622.00
718702,Acrobat hpu hose assy,Acrobat hpu hose assy,Hydraulic,shared,ea,91.71
MDA00062,Air cleaner hose mda00050,Air cleaner hose mda00050,Hydraulic,shared,ea,162.00
T9012201,Air hose adapter,Air hose adapter,Hydraulic,shared,ea,126.00
T1810701,AIR INTAKE HOSE MOD,AIR INTAKE HOSE MOD,Hydraulic,shared,ea,72.66
6301201,Auxilary equipment manifold,Auxilary equipment manifold,Hydraulic,shared,ea,1590.00
MEI00016,Ball valve,Ball valve,Hydraulic,shared,ea,291.00
MEI00011,Ball valve,Ball valve,Hydraulic,shared,ea,136.00
MEI00008,BALL VALVE  W/PAD LOCK,BALL VALVE  W/PAD LOCK,Hydraulic,shared,ea,128.00
MEA00070,Bi-rotation gear pump/motor,Bi-rotation gear pump/motor,Hydraulic,shared,ea,733.00
MEA00051,Bi-rotational gear pump,Bi-rotational gear pump,Hydraulic,shared,ea,761.00
2489701,Bleed hose assy,Bleed hose assy,Hydraulic,shared,ea,176.00
AT1200905,Chassis fitting kit,Chassis fitting kit,Hydraulic,shared,ea,541.00
AT1200903,Chassis hose kit,Chassis hose kit,Hydraulic,shared,ea,668.00
T1803901,Chassis manifold,Chassis manifold,Hydraulic,shared,ea,1066.00
T1803801,CHASSIS MANIFOLD,CHASSIS MANIFOLD,Hydraulic,shared,ea,1005.00
1242302,CHASSIS RESERVOIR,CHASSIS RESERVOIR,Hydraulic,shared,ea,656.00
MEJ00068,Check valve,Check valve,Hydraulic,shared,ea,117.00
MEJ00047,Check valve,Check valve,Hydraulic,shared,ea,150.00
MEJ00033,Check valve,Check valve,Hydraulic,shared,ea,104.00
MEJ00002,Check valve (m1484100ch),Check valve (m1484100ch),Hydraulic,shared,ea,606.00
1211901,CLAMP&CONTROL VALVE BRACKET,CLAMP&CONTROL VALVE BRACKET,Hydraulic,shared,ea,35.43
ADL6001,Connecting fitting kit,Connecting fitting kit,Hydraulic,shared,ea,133.00
MFD00109,Constant torque hose clamp,Constant torque hose clamp,Hydraulic,shared,ea,35.47
MFD00107,Constant torque hose clamp,Constant torque hose clamp,Hydraulic,shared,ea,32.14
MEF00061,Counter balance valve,Counter balance valve,Hydraulic,shared,ea,249.00
a6310301,Crg dir control valve mod kit,Crg dir control valve mod kit,Hydraulic,shared,ea,2202.00
MDA00256,"Cust silic form hose,fill port","Cust silic form hose,fill port",Hydraulic,shared,ea,434.00
MDA00257,Cust silic formed hose,Cust silic formed hose,Hydraulic,shared,ea,319.00
T9005301,Cyl lock valve manifold,Cyl lock valve manifold,Hydraulic,shared,ea,1214.00
MEF00172,D05 directional valve,D05 directional valve,Hydraulic,shared,ea,2598.00
802401,DATLOG RETROFIT MANIFOLD,DATLOG RETROFIT MANIFOLD,Hydraulic,shared,ea,291.00
4826501,DATLOG RETROFIT MANIFOLD,DATLOG RETROFIT MANIFOLD,Hydraulic,shared,ea,451.00
4826602,DATLOG RETROFIT MANIFOLD ASSY,DATLOG RETROFIT MANIFOLD ASSY,Hydraulic,shared,ea,432.00
4826601,DATLOG RETROFIT MANIFOLD ASSY,DATLOG RETROFIT MANIFOLD ASSY,Hydraulic,shared,ea,544.00
MEF00129,"Dir valve less hdl,painted blk","Dir valve less hdl,painted blk",Hydraulic,shared,ea,550.00
MEG00056,Direct-acting relief valve,Direct-acting relief valve,Hydraulic,shared,ea,500.00
MEF00286,Directional control valve,Directional control valve,Hydraulic,shared,ea,140.00
MEF00290,Directional control valve,Directional control valve,Hydraulic,shared,ea,384.00
mef00263,Directional control valve,Directional control valve,Hydraulic,shared,ea,16914.00
MEF00211,Directional valve,Directional valve,Hydraulic,shared,ea,823.00
mef00210,Directional valve,Directional valve,Hydraulic,shared,ea,1039.00
MEF00125,Directional valve,Directional valve,Hydraulic,shared,ea,6372.00
MEF00122,DIRECTIONAL VALVE,DIRECTIONAL VALVE,Hydraulic,shared,ea,543.00
MEF00111,Directional valve,Directional valve,Hydraulic,shared,ea,378.00
MEF00110,Directional valve,Directional valve,Hydraulic,shared,ea,502.00
MEF00071,DIRECTIONAL VALVE,DIRECTIONAL VALVE,Hydraulic,shared,ea,372.00
MEF00033,DIRECTIONAL VALVE,DIRECTIONAL VALVE,Hydraulic,shared,ea,624.00
MEF00019,DIRECTIONAL VALVE,DIRECTIONAL VALVE,Hydraulic,shared,ea,707.00
MEF00007,DIRECTIONAL VALVE ;SP,DIRECTIONAL VALVE ;SP,Hydraulic,shared,ea,2379.00
MEF00078,DIRECTIONAL VALVE BODY,DIRECTIONAL VALVE BODY,Hydraulic,shared,ea,150.00
MEF00176,Directional valve cartridge,Directional valve cartridge,Hydraulic,shared,ea,321.00
DL9001,Dl press calibration pump assy,Dl press calibration pump assy,Hydraulic,shared,ea,5008.00
1271102,DM AUTO HOSE & CABLE KIT,DM AUTO HOSE & CABLE KIT,Hydraulic,shared,ea,6721.00
1836801,DO3 SUBPLATE&MANIFOLD,DO3 SUBPLATE&MANIFOLD,Hydraulic,shared,ea,321.00
T5016702,DUAL MANIFOLD HYD CABLE ASSY,DUAL MANIFOLD HYD CABLE ASSY,Hydraulic,shared,ea,1005.00
A1274701,Dynamc ep 2jaw crg fitting kit,Dynamc ep 2jaw crg fitting kit,Hydraulic,shared,ea,673.00
a1273004,Dynamc ep hpu hose kit,Dynamc ep hpu hose kit,Hydraulic,shared,ea,712.00
A1263401,Dynamc hp 2jaw plb fitting kit,Dynamc hp 2jaw plb fitting kit,Hydraulic,shared,ea,442.00
A882102,Dynamc hp hose kit,Dynamc hp hose kit,Hydraulic,shared,ea,369.00
1266301,DYNAMC HYD MANIFOLD CABLE ASSY,DYNAMC HYD MANIFOLD CABLE ASSY,Hydraulic,shared,ea,1026.00
1264001,Dynamc pump mounting plate,Dynamc pump mounting plate,Hydraulic,shared,ea,120.00
1264101,Dynamc valve & gauge plate wld,Dynamc valve & gauge plate wld,Hydraulic,shared,ea,195.00
1253401,Dynamc valve-motor cplng,Dynamc valve-motor cplng,Hydraulic,shared,ea,163.00
MDA00288,Elec fuel pump for mda00169,Elec fuel pump for mda00169,Hydraulic,shared,ea,369.00
MQC00065,ELECTRONIC VALVE CONTROLLER,ELECTRONIC VALVE CONTROLLER,Hydraulic,shared,ea,1221.00
1866901,ENG DRAIN HOSE ASSY W/FITTINGS,ENG DRAIN HOSE ASSY W/FITTINGS,Hydraulic,shared,ea,0.00
1880801,Engine drain fitting assy,Engine drain fitting assy,Hydraulic,shared,ea,69.13
T5042002,Engine drain hose assy,Engine drain hose assy,Hydraulic,shared,ea,58.99
T1822602,Engine drain hose assy,Engine drain hose assy,Hydraulic,shared,ea,57.94
718703,Ep800ad hpu hose assy,Ep800ad hpu hose assy,Hydraulic,shared,ea,444.00
MDA00233,Exhaust manifold for mda00121,Exhaust manifold for mda00121,Hydraulic,shared,ea,290.00
863201,Extension hose assy,Extension hose assy,Hydraulic,shared,ea,103.00
3601401,External aux eqpt manifold,External aux eqpt manifold,Hydraulic,shared,ea,388.00
1219106,Fcr extension hose assy,Fcr extension hose assy,Hydraulic,shared,ea,265.00
T5007801,Fcr hyd manifold,Fcr hyd manifold,Hydraulic,shared,ea,1456.00
3601201,Fcr manifold,Fcr manifold,Hydraulic,shared,ea,1117.00
4818602,Fcr operating valve mtg bkt,Fcr operating valve mtg bkt,Hydraulic,shared,ea,91.17
816302,Fcr valve label cap,Fcr valve label cap,Hydraulic,shared,ea,4.77
729001,Fitting clamp assy,Fitting clamp assy,Hydraulic,shared,ea,2349.00
ASW25601,Fitting clamp puck kit,Fitting clamp puck kit,Hydraulic,shared,ea,19.79
SW33801,Fitting holder squeeze plate,Fitting holder squeeze plate,Hydraulic,shared,ea,41.86
UB000343,FITTING LOCATING BUTTON,FITTING LOCATING BUTTON,Hydraulic,shared,ea,40.52
468501,Fitting stop plate,Fitting stop plate,Hydraulic,shared,ea,22.89
MFE00053,Flange head hose end elbow 90,Flange head hose end elbow 90,Hydraulic,shared,ea,113.00
MEJ00063,Flange mount check valve,Flange mount check valve,Hydraulic,shared,ea,845.00
MEJ00045,Flange mount check valve,Flange mount check valve,Hydraulic,shared,ea,712.00
MEJ00042,FLOW CONTROL VALVE,FLOW CONTROL VALVE,Hydraulic,shared,ea,381.00
MEJ00031,Flow control valve,Flow control valve,Hydraulic,shared,ea,138.00
MEJ00013,FLOW CONTROL VALVE,FLOW CONTROL VALVE,Hydraulic,shared,ea,87.08
MEJ00001,Flow control valve,Flow control valve,Hydraulic,shared,ea,599.00
T9040901,Fuel pump brace,Fuel pump brace,Hydraulic,shared,ea,174.00
MQF00275,FUEL PUMP CONNECTOR,FUEL PUMP CONNECTOR,Hydraulic,shared,ea,3.49
MDA00100,Fuel pump for mda00089,Fuel pump for mda00089,Hydraulic,shared,ea,480.00
MDA00093,Fuel pump for mda00092 & 110,Fuel pump for mda00092 & 110,Hydraulic,shared,ea,138.00
MDA00057,"Fuel pump from mda00050,121 &","Fuel pump from mda00050,121 &",Hydraulic,shared,ea,346.00
T5024201,Fuel pump mod assy,Fuel pump mod assy,Hydraulic,shared,ea,334.00
T1810801,Fuel pump pigtail,Fuel pump pigtail,Hydraulic,shared,ea,140.00
MDA00318,Fuel pump&cuplg for mda241/292,Fuel pump&cuplg for mda241/292,Hydraulic,shared,ea,3989.00
T9017201,Fuel pump/htr/filter mod assy,Fuel pump/htr/filter mod assy,Hydraulic,shared,ea,677.00
MDA00022,Fuel shut off valve,Fuel shut off valve,Hydraulic,shared,ea,74.55
MDA00293,Fuel tank inlet control valve,Fuel tank inlet control valve,Hydraulic,shared,ea,93.09
LT0045,Gauge/valve cover,Gauge/valve cover,Hydraulic,shared,ea,101.00
MEA00086,Gear pump,Gear pump,Hydraulic,shared,ea,1073.00
MEA00001,Gear pump,Gear pump,Hydraulic,shared,ea,878.00
MEA00177,"Gear pump mea00166, mea00169","Gear pump mea00166, mea00169",Hydraulic,shared,ea,655.00
MEA00088,Hand pump w/ reservoir,Hand pump w/ reservoir,Hydraulic,shared,ea,984.00
MEA00171,Hi/lo pump p/n# 15003758,Hi/lo pump p/n# 15003758,Hydraulic,shared,ea,524.00
2412801,High pressure manifold,High pressure manifold,Hydraulic,shared,ea,1464.00
SW24901,Hornet fitting adapter assy,Hornet fitting adapter assy,Hydraulic,shared,ea,506.00
HIBFBF010,"Hose assy oal 10""","Hose assy oal 10""",Hydraulic,shared,ea,51.97
SLABBFB010,"Hose assy oal 10""","Hose assy oal 10""",Hydraulic,shared,ea,34.88
HABBBD010,"Hose assy oal 10""","Hose assy oal 10""",Hydraulic,shared,ea,22.07
HBBDDD010,"HOSE ASSY OAL 10""","HOSE ASSY OAL 10""",Hydraulic,shared,ea,46.72
HABBDB100,"Hose assy oal 100""","Hose assy oal 100""",Hydraulic,shared,ea,63.57
HBBDDD101,"HOSE ASSY OAL 101""","HOSE ASSY OAL 101""",Hydraulic,shared,ea,95.99
HABDDD101,"Hose assy oal 101""","Hose assy oal 101""",Hydraulic,shared,ea,95.68
HDAEBG102,"Hose assy oal 102""","Hose assy oal 102""",Hydraulic,shared,ea,159.00
hcbeee104,"Hose assy oal 104""","Hose assy oal 104""",Hydraulic,shared,ea,105.00
HIBFDF104,"HOSE ASSY OAL 104""","HOSE ASSY OAL 104""",Hydraulic,shared,ea,123.00
SLFBDBD105,"Hose assy oal 105""","Hose assy oal 105""",Hydraulic,shared,ea,85.61
SLBBDDD108,"Hose assy oal 108""","Hose assy oal 108""",Hydraulic,shared,ea,123.00
HCBGJG108,"HOSE ASSY OAL 108""","HOSE ASSY OAL 108""",Hydraulic,shared,ea,0.00
HBDDAB108,"HOSE ASSY OAL 108""","HOSE ASSY OAL 108""",Hydraulic,shared,ea,141.00
SLBBDJE011,"HOSE ASSY OAL 11""","HOSE ASSY OAL 11""",Hydraulic,shared,ea,39.63
HBBDBD011,"Hose assy oal 11""","Hose assy oal 11""",Hydraulic,shared,ea,28.04
HABBDD011,"Hose assy oal 11""","Hose assy oal 11""",Hydraulic,shared,ea,57.55
HABDDB111,"Hose assy oal 111""","Hose assy oal 111""",Hydraulic,shared,ea,222.00
HABDDB119,"Hose assy oal 119""","Hose assy oal 119""",Hydraulic,shared,ea,114.00
SLQZZZZ012,"Hose assy oal 12""","Hose assy oal 12""",Hydraulic,shared,ea,48.62
SLNZZZZ012,"HOSE ASSY OAL 12""","HOSE ASSY OAL 12""",Hydraulic,shared,ea,35.24
SLBBDDD012,"Hose assy oal 12""","Hose assy oal 12""",Hydraulic,shared,ea,65.66
SLBBDBE012,"Hose assy oal 12""","Hose assy oal 12""",Hydraulic,shared,ea,37.83
HBBEED012,"HOSE ASSY OAL 12""","HOSE ASSY OAL 12""",Hydraulic,shared,ea,51.18
HBBDBD012,"Hose assy oal 12""","Hose assy oal 12""",Hydraulic,shared,ea,28.46
SLBBEJE120,"HOSE ASSY OAL 120""","HOSE ASSY OAL 120""",Hydraulic,shared,ea,74.29
SLABBBB120,"Hose assy oal 120""","Hose assy oal 120""",Hydraulic,shared,ea,75.07
HBBDDD120,"HOSE ASSY OAL 120""","HOSE ASSY OAL 120""",Hydraulic,shared,ea,95.99
HABDDD120,"HOSE ASSY OAL 120""","HOSE ASSY OAL 120""",Hydraulic,shared,ea,138.00
SLBBDBD013,"Hose assy oal 13""","Hose assy oal 13""",Hydraulic,shared,ea,20.39
SLBBDDD013,"Hose assy oal 13""","Hose assy oal 13""",Hydraulic,shared,ea,72.14
SLABBDB013,"Hose assy oal 13""","Hose assy oal 13""",Hydraulic,shared,ea,55.19
SLMBGJG013,"Hose assy oal 13""","Hose assy oal 13""",Hydraulic,shared,ea,126.00
SLCBEDD013,"Hose assy oal 13""","Hose assy oal 13""",Hydraulic,shared,ea,67.36
HBBECD013,"Hose assy oal 13""","Hose assy oal 13""",Hydraulic,shared,ea,79.97
HBBDBD013,"Hose assy oal 13""","Hose assy oal 13""",Hydraulic,shared,ea,28.86
SLYBGJG013,"Hose assy oal 13"" y=3/4"" 75psi","Hose assy oal 13"" y=3/4"" 75psi",Hydraulic,shared,ea,107.00
HABDDB130,"Hose assy oal 130""","Hose assy oal 130""",Hydraulic,shared,ea,119.00
HBBDDD132,"Hose assy oal 132""","Hose assy oal 132""",Hydraulic,shared,ea,90.62
ZSLEBGJF135,"Hose assy oal 135""","Hose assy oal 135""",Hydraulic,shared,ea,340.00
SLFBDDD138,"Hose assy oal 138""","Hose assy oal 138""",Hydraulic,shared,ea,116.00
SLABBBD014,"Hose assy oal 14""","Hose assy oal 14""",Hydraulic,shared,ea,38.61
HBADBD014,"Hose assy oal 14""","Hose assy oal 14""",Hydraulic,shared,ea,46.65
SLMBGJG014,"Hose assy oal 14""","Hose assy oal 14""",Hydraulic,shared,ea,76.82
SLCBEDE014,"Hose assy oal 14""","Hose assy oal 14""",Hydraulic,shared,ea,77.01
SLBBDDD014,"Hose assy oal 14""","Hose assy oal 14""",Hydraulic,shared,ea,65.66
SLABBDB014,"Hose assy oal 14""","Hose assy oal 14""",Hydraulic,shared,ea,64.49
HNZZZZ014,"Hose assy oal 14""","Hose assy oal 14""",Hydraulic,shared,ea,39.39
HBBDDD014,"HOSE ASSY OAL 14""","HOSE ASSY OAL 14""",Hydraulic,shared,ea,47.89
